App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current_Ver,Android_Ver
TEI,TOOLS,3.6,216,811.0,10000.0,Free,0.0,Everyone,Tools,2014-11-09,2.0,1.0 and up
PO-LR•EBP•R,TOOLS,3.4,16,4.0,5000.0,Free,0.0,Everyone,Tools,2018-08-07,1.0,5.0 and up
E(,TOOLS,3.9,627,4.1,10000.0,Free,0.0,Everyone,Tools,2017-02-21,6.0,4.0 and up
Paraglider Dashboard,SPORTS,4.6,549,2.8,50000.0,Free,0.0,Everyone,Sports,2018-03-03,0.0,4.0 and up
Exército Brasileiro,PRODUCTIVITY,4.7,1730,16.0,100000.0,Free,0.0,Everyone,Productivity,2018-02-01,1.5,4.1 and up
EB Cash Collections,BUSINESS,5.0,1,4.3,5.0,Free,0.0,Everyone,Business,2018-07-31,1.1,4.4 and up
TE(,LIFESTYLE,3.9,73,3.8,10000.0,Free,0.0,Everyone,Lifestyle,2016-12-21,8.0,2.3 and up
ECP,TOOLS,3.9,47,270.0,1000.0,Paid,14.99,Everyone,Tools,2014-06-03,3.1,1.6 and up
CB-BSB,COMMUNICATION,4.2,30350,3.7,1000000.0,Free,0.0,Everyone,Communication,2018-01-16,0.0,4.1 and up
EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3.0,5000.0,Free,0.0,Everyone,Books & Reference,2017-11-10,1.0,4.0.3 and up
"TN Patta, Chitta, EC",TOOLS,4.1,633,3.8,100000.0,Free,0.0,Everyone,Tools,2016-10-21,6.7,2.3 and up
TPCEI,TOOLS,4.2,1611,2.7,100000.0,Free,0.0,Everyone,Tools,2018-08-06,5.0,4.4 and up
EC music dictionary,TOOLS,4.4,20,2.2,500.0,Paid,1.99,Everyone,Tools,2014-12-29,2.1,3.0 and up
EC Security,LIFESTYLE,4.5,13,28.0,1000.0,Free,0.0,Everyone,Lifestyle,2017-05-09,0.0,2.3.3 and up
TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5,10000.0,Free,0.0,Everyone,Books & Reference,2018-03-27,1.0,3.0 and up
E-ES-TS,BUSINESS,3.4,45,5.5,10000.0,Free,0.0,Everyone,Business,2017-06-18,1.0,2.3 and up
EC-(,BUSINESS,3.9,184,48.0,50000.0,Free,0.0,Everyone,Business,2014-08-12,1.1,2.3 and up
MH:EEEEEE,FAMILY,4.5,3776,7.7,100000.0,Free,0.0,Everyone,Education,2017-07-24,0.0,4.0 and up
EC-HRV test,SPORTS,3.0,9,4.3,1000.0,Free,0.0,Everyone,Sports,2018-07-26,0.0,4.4 and up
Barry EC,TOOLS,4.1,14,3.8,1000.0,Free,0.0,Everyone,Tools,2017-12-18,0.0,2.3.3 and up
NHATE,PRODUCTIVITY,4.6,12,15.0,1000.0,Free,0.0,Everyone,Productivity,2017-02-24,1.2,4.0.3 and up
EC Taximeter,PRODUCTIVITY,3.9,162,5.0,10000.0,Free,0.0,Everyone,Productivity,2018-05-14,0.0,4.0 and up
WF(S,TOOLS,4.7,62,2.3,1000.0,Free,0.0,Everyone,Tools,2017-11-13,0.0,4.1 and up
EC Apps List,TOOLS,4.5,2,1.6,100.0,Free,0.0,Everyone,Tools,2015-02-12,1.3,4.0 and up
ASAR,BOOKS_AND_REFERENCE,3.4,82,2.7,10000.0,Free,0.0,Everyone,Books & Reference,2018-03-27,2.0,3.0 and up
EC Calgary,FAMILY,5.0,6,8.1,100.0,Free,0.0,Teen,Education,2018-06-26,0.0,4.1 and up
Victoria EC,TOOLS,5.0,5,3.8,500.0,Free,0.0,Everyone,Tools,2018-03-30,0.0,2.3.3 and up
EC SPORTS,SPORTS,5.0,1,6.3,10.0,Free,0.0,Everyone,Sports,2015-05-26,0.0,2.3.3 and up
ECナビ×シュフー,LIFESTYLE,4.0,576,7.4,50000.0,Free,0.0,Everyone,Lifestyle,2018-06-07,0.0,4.0 and up
EC Reps,BUSINESS,4.0,1,5.4,100.0,Free,0.0,Everyone,Business,2017-03-15,1.1,4.0 and up
EC Tax,FINANCE,4.9,8,3.1,500.0,Free,0.0,Everyone,Finance,2018-02-09,1.2,4.0.3 and up
EC Fairgrounds,FAMILY,5.0,3,5.5,500.0,Free,0.0,Everyone,Entertainment,2018-07-13,0.0,4.4 and up
Kiamichi EC,TOOLS,4.6,7,3.9,1000.0,Free,0.0,Everyone,Tools,2018-02-23,0.0,2.3.3 and up
TP//N,SOCIAL,4.8,5,3.0,100.0,Free,0.0,Teen,Social,2018-07-20,1.0,4.0 and up
HOLSTON EC,TOOLS,4.1,7,4.2,1000.0,Free,0.0,Everyone,Tools,2018-01-23,0.0,2.3.3 and up
FILL EC,BUSINESS,4.1,13,3.8,100.0,Free,0.0,Everyone,Business,2018-04-23,1.0,4.0.3 and up
GSFE2&N,FAMILY,4.7,23,4.3,1000.0,Free,0.0,Everyone,Education,2017-08-28,1.3,4.4 and up
EC Mover,GAME,5.0,5,4.6,10.0,Free,0.0,Everyone,Racing,2018-08-01,1.11,4.0.3 and up
SCS eC,PRODUCTIVITY,4.4,7,17.0,100.0,Free,0.0,Everyone,Productivity,2016-10-21,0.0,4.1 and up
My EF,FAMILY,3.3,4114,14.0,100000.0,Free,0.0,Everyone,Education,2018-07-10,3.29,4.2 and up
EF Mentor: Words,FAMILY,4.0,403,39.0,50000.0,Free,0.0,Teen,Education,2018-07-30,0.0,4.1 and up
ESEFP,FAMILY,3.5,208,13.0,10000.0,Free,0.0,Everyone,Education,2018-06-29,0.0,4.4 and up
My EF Center,FAMILY,2.8,89,35.0,10000.0,Free,0.0,Everyone,Education,2018-07-23,0.0,4.4 and up
EELB,FAMILY,3.6,496,14.0,100000.0,Free,0.0,Everyone,Education,2018-05-04,0.0,4.4 and up
EF Classroom,FAMILY,3.2,190,23.0,50000.0,Free,0.0,Everyone,Education,2018-07-23,0.0,5.0 and up
EELFP,FAMILY,3.6,2210,15.0,100000.0,Free,0.0,Everyone,Education,2018-07-24,0.0,5.0 and up
EF Smart English,FAMILY,3.7,150,11.0,5000.0,Free,0.0,Everyone,Education,2018-06-11,0.0,4.4 and up
EELBT,FAMILY,3.3,279,14.0,10000.0,Free,0.0,Everyone,Education,2017-12-25,0.0,4.4 and up
EELFT,FAMILY,3.1,1242,14.0,50000.0,Free,0.0,Everyone,Education,2018-04-24,0.0,4.4 and up
EF Parеnts,FAMILY,4.1,435,17.0,50000.0,Free,0.0,Everyone,Education,2018-06-21,0.0,4.1 and up
EF Teacher,FAMILY,3.1,16,17.0,1000.0,Free,0.0,Everyone,Education,2018-04-19,1.6,4.1 and up
English Bite,FAMILY,3.5,268,9.8,10000.0,Free,0.0,Everyone,Education,2016-01-25,0.0,4.0 and up
E–VTOES,FAMILY,3.6,17,15.0,1000.0,Free,0.0,Teen,Education,2015-09-15,0.0,4.0 and up
EF Events,EVENTS,5.0,7,4.4,100.0,Free,0.0,Teen,Events,2017-10-05,0.0,Varies with device
EGATC,TRAVEL_AND_LOCAL,2.3,23,43.0,1000.0,Free,0.0,Everyone,Travel & Local,2018-06-18,0.0,4.4 and up
EF-myHR,FINANCE,2.9,26,36.0,1000.0,Free,0.0,Everyone,Finance,2018-02-21,0.0,4.0 and up
EF Spelling Bee,FAMILY,3.0,2,9.4,500.0,Free,0.0,Everyone,Education;Education,2017-10-12,0.0,4.3 and up
EFFM,FINANCE,2.9,204,29.0,10000.0,Free,0.0,Everyone,Finance,2018-05-09,0.0,5.0 and up
Travelmoji,FAMILY,3.9,13,10.0,500.0,Free,0.0,Everyone,Education,2016-06-24,2.0,4.3 and up
EF Forms,BUSINESS,5.0,2,23.0,50.0,Free,0.0,Everyone,Business,2018-07-24,1.29,4.4 and up
Agenda EF,FAMILY,3.4,79,33.0,5000.0,Free,0.0,Everyone,Education,2015-05-27,1.03,3.0 and up
EF App,BUSINESS,5.0,8,20.0,100.0,Free,0.0,Everyone,Business,2017-01-23,0.0,4.4 and up
EF Coach,HEALTH_AND_FITNESS,4.8,17,14.0,500.0,Free,0.0,Everyone,Health & Fitness,2018-03-12,0.0,4.4 and up
EUEB,FAMILY,4.2,5,54.0,50.0,Free,0.0,Teen,Role Playing,2018-07-31,0.0,4.1 and up
EF Academy,HEALTH_AND_FITNESS,5.0,4,15.0,50.0,Free,0.0,Everyone,Health & Fitness,2018-03-23,0.0,4.1 and up
FCPE,FINANCE,4.3,634,2.0,50000.0,Free,0.0,Everyone,Finance,2013-10-04,0.0,2.1 and up
Carrier Landings Pro,FAMILY,4.6,5969,31.0,10000.0,Paid,12.99,Everyone,Simulation,2018-06-29,0.0,4.1 and up
EFCF,FINANCE,4.4,58,3.7,10000.0,Free,0.0,Everyone,Finance,2018-05-06,0.0,4.0.3 and up
أو|خعفاا,NEWS_AND_MAGAZINES,4.8,311,14.0,5000.0,Free,0.0,Everyone 10+,News & Magazines,2018-07-15,0.0,4.2 and up
S-EF,PARENTING,4.1,27,4.6,1000.0,Free,0.0,Everyone,Parenting,2017-10-12,1.13,4.1 and up
ECC,FAMILY,4.6,22165,6.8,1000000.0,Free,0.0,Everyone,Education,2018-06-28,0.0,4.0 and up
Equestria Girls,FAMILY,4.3,392819,53.0,10000000.0,Free,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893.0,4.0 and up
eG Monitor,PRODUCTIVITY,4.6,8,7.5,100.0,Free,0.0,Everyone,Productivity,2018-07-27,0.0,4.1 and up
E.G. Chess Free,GAME,4.0,505,23.0,10000.0,Free,0.0,Everyone,Board,2014-12-06,0.0,2.3 and up
ESC(이,BUSINESS,2.9,322,1.5,50000.0,Free,0.0,Everyone,Business,2017-03-28,2.13,2.2 and up
EG-Boost,BUSINESS,4.1,25,2.4,1000.0,Free,0.0,Everyone,Business,2017-11-27,7.0,2.3.3 and up
Bee Mobile EG,FINANCE,4.2,883,6.5,100000.0,Free,0.0,Everyone,Finance,2018-05-05,0.0,4.0 and up
E.G. Chess,GAME,4.3,56,23.0,1000.0,Paid,0.99,Everyone,Board,2014-12-06,0.0,2.3 and up
ESC(,TRAVEL_AND_LOCAL,4.4,105,5.0,10000.0,Free,0.0,Everyone,Travel & Local,2018-05-02,2.5,2.3 and up
EG Retail,BUSINESS,2.4,29,16.0,500.0,Free,0.0,Everyone,Business,2018-07-05,0.0,4.1 and up
EG Movi,TOOLS,4.2,40,7.4,1000.0,Free,0.0,Everyone,Tools,2017-05-12,0.0,3.2 and up
EESW,TOOLS,3.1,17,523.0,1000.0,Free,0.0,Everyone,Tools,2014-10-10,1.8201410101110511,2.2 and up
ECD,FAMILY,3.0,2,18.0,50.0,Paid,2.99,Everyone,Education;Education,2017-06-12,0.0,2.2 and up
EGW Writings 2,BOOKS_AND_REFERENCE,4.7,6547,16.0,100000.0,Free,0.0,Everyone,Books & Reference,2017-12-08,0.0,4.0.3 and up
Alipay,FINANCE,3.4,42497,61.0,1000000.0,Free,0.0,Teen,Finance,2018-07-02,0.0,4.3 and up
EGW Writings,BOOKS_AND_REFERENCE,4.7,24278,3.1,1000000.0,Free,0.0,Everyone,Books & Reference,2017-12-27,0.0,2.2 and up
BWEC,BOOKS_AND_REFERENCE,4.7,3776,12.0,100000.0,Free,0.0,Everyone,Books & Reference,2018-02-07,0.0,4.1 and up
Eg Call,COMMUNICATION,4.2,91,6.0,10000.0,Free,0.0,Everyone,Communication,2017-02-26,0.0,2.2 and up
EG India,LIFESTYLE,5.0,3,4.0,100.0,Free,0.0,Everyone,Lifestyle,2018-07-29,0.0,4.0.3 and up
FPGDUMG,FAMILY,4.5,256,30.0,10000.0,Free,0.0,Everyone,Simulation,2018-07-13,1.7,4.0 and up
MLPC,FAMILY,4.3,63192,17.0,1000000.0,Free,0.0,Everyone,Simulation;Pretend Play,2016-07-22,0.0,2.3 and up
MLPAG,BOOKS_AND_REFERENCE,3.3,7993,51.0,1000000.0,Free,0.0,Everyone,Books & Reference,2017-11-03,0.0,4.0 and up
LCS2MCC,GAME,4.2,3946,42.0,100000.0,Free,0.0,Teen,Racing,2017-03-30,1.04,2.3 and up
LS4NOS2,GAME,4.2,17453,99.0,1000000.0,Free,0.0,Mature 17+,Racing,2018-06-01,1.06,2.3 and up
SSSQ,BOOKS_AND_REFERENCE,4.7,14773,6.4,500000.0,Free,0.0,Everyone,Books & Reference,2017-10-09,0.0,3.0 and up
SFSG,FAMILY,4.3,2282,22.0,500000.0,Free,0.0,Everyone,Simulation,2018-02-20,1.0,4.0 and up
EAFM,SOCIAL,4.8,8369,63.0,50000.0,Free,0.0,Teen,Social,2018-07-13,0.0,4.0.3 and up
Propertyfinder,LIFESTYLE,4.2,1506,11.0,100000.0,Free,0.0,Everyone,Lifestyle,2018-08-07,0.0,4.4 and up
LCSMCC,GAME,4.0,30008,99.0,1000000.0,Free,0.0,Mature 17+,Racing,2017-03-30,1.26,2.3 and up
MLPSC,FAMILY,4.2,11002,21.0,1000000.0,Free,0.0,Everyone,Education;Action & Adventure,2017-05-11,1.0,4.0.3 and up
Pocket Little Pony,FAMILY,4.1,47576,14.0,1000000.0,Free,0.0,Everyone 10+,Simulation,2017-03-01,1.95,4.0 and up
DMFSG,FAMILY,4.6,2533,46.0,100000.0,Free,0.0,Everyone,Simulation,2018-02-27,1.0,4.0 and up
I&BS&WS,PRODUCTIVITY,4.6,1880,18.0,50000.0,Paid,1.49,Everyone,Productivity,2018-07-01,6.08,4.3 and up
MCA,FAMILY,3.8,7379,61.0,1000000.0,Free,0.0,Everyone,Entertainment,2017-03-28,1.0,4.4 and up
ML&CN-TOG,GAME,4.5,185382,99.0,10000000.0,Free,0.0,Everyone,Action,2018-07-30,0.0,4.4 and up
FGDUM,FAMILY,4.4,115,31.0,10000.0,Free,0.0,Everyone,Simulation,2018-07-13,1.0,4.0 and up
MLPHQ,FAMILY,4.1,148405,26.0,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1.6,4.1 and up
Home Pony 2,FAMILY,4.0,20977,26.0,1000000.0,Free,0.0,Everyone,Simulation,2018-06-18,0.0,4.0 and up
Eh Volevi!,FAMILY,3.9,1619,7.0,100000.0,Free,0.0,Everyone,Entertainment,2017-10-07,0.0,4.0 and up
VEDV(,TOOLS,3.5,78,3.3,10000.0,Free,0.0,Everyone,Tools,2013-10-11,0.0,2.2 and up
Eh Bee Wallpapers HD,PERSONALIZATION,5.0,4,3.9,100.0,Free,0.0,Everyone,Personalization,2018-04-24,1.0,4.1 and up
EH!,LIFESTYLE,4.6,10,8.7,1000.0,Free,0.0,Everyone,Lifestyle,2018-07-18,0.0,4.1 and up
Arogyam EH,MEDICAL,3.6,18,3.5,1000.0,Free,0.0,Everyone,Medical,2018-05-12,1.9,4.0.3 and up
Betul Ke Bohong Eh?,GAME,4.2,601,6.4,100000.0,Free,0.0,Everyone,Trivia,2015-04-03,0.0,2.3 and up
Eh Amego!,GAME,3.8,13388,7.1,500000.0,Free,0.0,Everyone,Arcade,2015-08-24,0.0,2.2 and up
EH kontrollrakendus,TOOLS,3.4,43,2.3,5000.0,Free,0.0,Everyone,Tools,2017-10-10,0.0,4.1 and up
Fit the Fat 2,SPORTS,3.8,35746,55.0,5000000.0,Free,0.0,Everyone,Sports,2017-12-15,0.0,4.0.3 and up
MTPR&WPT,FAMILY,4.2,128,41.0,10000.0,Free,0.0,Everyone 10+,Strategy,2018-06-12,1.5,4.2 and up
Doomsday Preppers™,FAMILY,4.2,137167,52.0,1000000.0,Free,0.0,Everyone,Strategy,2017-01-17,0.0,4.0.3 and up
TAXI DRIVER,FAMILY,3.7,7203,32.0,1000000.0,Free,0.0,Everyone,Simulation,2016-01-11,1.0,4.0 and up
Crazy Doctor,FAMILY,4.0,267636,13.0,10000000.0,Free,0.0,Teen,Role Playing,2014-03-03,1.5,2.1 and up
MCMSG,GAME,4.4,1294,44.0,50000.0,Free,0.0,Mature 17+,Action,2018-03-08,1.2,4.1 and up
EO,BUSINESS,4.5,234,3.4,10000.0,Free,0.0,Everyone,Business,2018-04-16,0.0,4.0 and up
ZOMBIE RIPPER,GAME,3.7,16073,94.0,500000.0,Free,0.0,Mature 17+,Action,2017-11-14,1.4,4.0 and up
SOGMW,FAMILY,4.2,64815,23.0,5000000.0,Free,0.0,Teen,Strategy,2018-06-01,0.0,2.3 and up
DS32,FAMILY,3.9,5075,48.0,500000.0,Free,0.0,Everyone,Simulation,2017-04-04,0.0,3.0 and up
Horror Hospital,GAME,3.7,63986,26.0,1000000.0,Free,0.0,Teen,Action,2017-10-10,6.0,2.3 and up
LFDG,FAMILY,4.2,3593,19.0,500000.0,Free,0.0,Everyone,Board;Brain Games,2018-03-07,1.4,4.1 and up
Mad Skills Motocross,GAME,4.0,32522,44.0,1000000.0,Free,0.0,Everyone,Racing,2016-01-25,0.0,2.0 and up
MCGFR&K,FAMILY,3.9,1036,33.0,100000.0,Free,0.0,Everyone,Casual,2018-07-06,2.6,2.3 and up
UATCG,FAMILY,4.1,27130,35.0,5000000.0,Free,0.0,Everyone,Simulation,2017-12-08,1.4,2.3 and up
Pineapple Pen,GAME,4.3,157264,65.0,10000000.0,Free,0.0,Everyone,Arcade,2016-12-30,1.31,4.0.3 and up
IBTBS,FAMILY,4.5,157322,9.2,5000000.0,Free,0.0,Teen,Entertainment,2018-01-05,0.0,4.1 and up
Guess The Emoji,GAME,4.5,76627,23.0,5000000.0,Free,0.0,Everyone,Word,2018-07-03,8.16,4.2 and up
CRCP3,GAME,3.3,5290,48.0,500000.0,Free,0.0,Everyone,Racing,2014-12-18,1.3,2.3 and up
GBSFARM,GAME,4.4,1094,37.0,500000.0,Free,0.0,Teen,Action,2018-07-09,1.1,4.1 and up
Zombie Frontier,GAME,4.2,326689,20.0,10000000.0,Free,0.0,Teen,Action,2018-05-30,1.31,4.2 and up
eHub,BUSINESS,4.2,6969,4.8,100000.0,Free,0.0,Everyone,Business,2018-06-29,0.0,4.4 and up
Voice Changer,FAMILY,4.1,138050,5.7,10000000.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-04-19,2.4,4.0.3 and up
HSED,FAMILY,4.1,2248,29.0,100000.0,Free,0.0,Teen,Educational,2017-04-28,1.3,4.0 and up
RJRGFF,GAME,4.4,661,42.0,100000.0,Free,0.0,Everyone,Action,2018-04-20,0.0,3.0 and up
100 Doors of Revenge,FAMILY,4.1,105766,48.0,10000000.0,Free,0.0,Teen,Puzzle,2018-05-24,0.0,4.4 and up
Lie Detector Prank,FAMILY,3.9,80313,3.7,10000000.0,Free,0.0,Everyone,Casual,2017-11-22,1.7,2.3 and up
VMSD:EH,FAMILY,3.9,70,61.0,10000.0,Free,0.0,Teen,Educational,2018-05-30,1.1,4.0 and up
PPRP,FAMILY,4.4,11442,66.0,1000000.0,Free,0.0,Everyone,Educational;Creativity,2016-06-30,1.4,2.3 and up
EI Mobile,FINANCE,3.8,4231,82.0,100000.0,Free,0.0,Everyone,Finance,2018-07-19,0.0,4.2 and up
TAMAGO,FAMILY,3.0,42515,1.6,5000000.0,Free,0.0,Everyone,Casual,2018-05-23,0.0,2.3.3 and up
EEA,TOOLS,3.4,59,1.8,10000.0,Free,0.0,Everyone,Tools,2017-10-19,0.0,4.0 and up
NEMA ei,BUSINESS,5.0,4,12.0,100.0,Free,0.0,Everyone,Business,2017-11-06,0.0,4.4 and up
TE-CTE,FAMILY,4.1,211,14.0,10000.0,Free,0.0,Everyone,Casual,2016-11-21,0.0,2.3 and up
EI SmartMiles,FINANCE,2.4,9,3.8,1000.0,Free,0.0,Everyone,Finance,2018-01-21,0.0,4.0 and up
Code on the egg,TOOLS,3.9,146,784.0,10000.0,Free,0.0,Everyone,Tools,2017-04-10,1.15,2.2 and up
EI Calculator,TOOLS,4.0,8,1.5,100.0,Free,0.0,Everyone,Tools,2016-05-23,1.3,1.6 and up
Tamago egg,GAME,3.0,49,7.1,5000.0,Free,0.0,Everyone,Trivia,2017-10-31,0.0,2.3.3 and up
EI-NERAV,SPORTS,4.4,4600,21.0,500000.0,Free,0.0,Everyone,Sports,2018-01-14,0.0,4.1 and up
Let's Poke The Egg,GAME,3.4,9051,23.0,1000000.0,Free,0.0,Everyone,Arcade,2017-02-04,1.2,2.3 and up
Egg,FAMILY,2.9,72,27.0,5000.0,Free,0.0,Mature 17+,Simulation,2018-06-09,0.0,2.3 and up
ei Calc,TOOLS,5.0,2,19.0,10.0,Free,0.0,Everyone,Tools,2015-10-12,0.0,2.3 and up
Disaster Will Strike,FAMILY,4.5,14692,45.0,1000000.0,Free,0.0,Everyone,Puzzle,2018-07-19,0.0,4.1 and up
Egg: clicker,FAMILY,3.7,40678,15.0,1000000.0,Free,0.0,Everyone,Casual,2017-05-22,0.0,4.0 and up
SPE,GAME,4.0,127810,33.0,10000000.0,Free,0.0,Mature 17+,Action,2018-08-01,0.0,4.4 and up
CTBABE,FAMILY,3.2,85,2.1,10000.0,Free,0.0,Everyone,Puzzle,2016-04-22,0.0,2.1 and up
TTCE,FAMILY,3.6,209,16.0,50000.0,Free,0.0,Everyone,Casual,2016-10-19,1.1,2.3 and up
Tap The Easter Egg!,FAMILY,3.2,111,3.3,5000.0,Free,0.0,Everyone,Casual,2016-03-18,1.7,2.3 and up
EIP,SPORTS,3.7,27179,20.0,1000000.0,Free,0.0,Everyone,Sports,2018-07-30,0.0,4.1 and up
EI国际,FAMILY,4.7,15,5.2,1000.0,Free,0.0,Everyone,Education,2016-09-09,0.0,4.0 and up
Egg Baby,FAMILY,4.4,351607,8.7,5000000.0,Free,0.0,Everyone 10+,Casual,2016-06-29,0.0,2.3.3 and up
PMMH,FAMILY,4.4,87045,99.0,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-06-05,0.0,4.0.3 and up
Crack Attack,FAMILY,4.3,31970,77.0,1000000.0,Free,0.0,Everyone,Puzzle,2017-06-07,1.8,Varies with device
ABESEK,NEWS_AND_MAGAZINES,4.9,34,3.8,1000.0,Free,0.0,Everyone,News & Magazines,2017-01-15,6.7,2.3 and up
Break the Egg,FAMILY,2.6,366,6.0,50000.0,Free,0.0,Everyone,Entertainment,2018-01-05,1.0,4.0 and up
KNPS,NEWS_AND_MAGAZINES,5.0,10,5.0,100.0,Free,0.0,Everyone,News & Magazines,2018-07-14,1.0,4.0.3 and up
PJ Masks: HQ,FAMILY,4.1,13731,55.0,1000000.0,Free,0.0,Everyone,Entertainment;Action & Adventure,2018-06-22,0.0,4.0 and up
ES&DS&S(,NEWS_AND_MAGAZINES,4.0,4,5.3,100.0,Free,0.0,Everyone,News & Magazines,2018-07-25,25072018.0,4.0 and up
TMR,GAME,4.1,104583,37.0,1000000.0,Free,0.0,Everyone,Arcade,2016-08-18,3.45,2.3 and up
EEPL,SPORTS,3.3,3,12.0,1000.0,Free,0.0,Everyone,Sports,2018-02-23,0.0,4.1 and up
SSCS,FAMILY,4.2,58553,50.0,1000000.0,Free,0.0,Everyone,Simulation,2016-12-25,3.1,2.3.3 and up
EJ Insight,NEWS_AND_MAGAZINES,4.0,33,280.0,1000.0,Free,0.0,Everyone,News & Magazines,2014-09-30,1.0,4.0 and up
ARS1,FAMILY,4.3,6669,31.0,1000000.0,Free,0.0,Everyone,Simulation,2018-03-01,0.0,2.3 and up
Bad Piggies HD,FAMILY,4.4,764967,69.0,10000000.0,Free,0.0,Everyone,Puzzle,2018-07-05,0.0,4.1 and up
EJ messenger,COMMUNICATION,5.0,1,25.0,10.0,Free,0.0,Teen,Communication,2017-10-18,1.0,4.0 and up
TSCA,GAME,4.3,5339,38.0,1000000.0,Free,0.0,Teen,Action,2017-12-05,1.0,2.3 and up
RSU,GAME,4.4,6735,26.0,1000000.0,Free,0.0,Mature 17+,Action,2017-05-10,1.1,2.3 and up
ESCD3,GAME,3.9,23104,48.0,1000000.0,Free,0.0,Everyone,Racing,2015-08-05,2.2,2.3.3 and up
Sport Car Simulator,FAMILY,4.0,48731,68.0,5000000.0,Free,0.0,Everyone,Simulation,2018-04-19,0.0,4.1 and up
FRCS,GAME,3.8,8482,45.0,1000000.0,Free,0.0,Everyone,Racing,2015-08-10,1.3,2.3.3 and up
BHSA,GAME,3.8,555,44.0,100000.0,Free,0.0,Teen,Action,2018-03-02,1.0,4.0 and up
SWH2,GAME,4.4,13714,41.0,1000000.0,Free,0.0,Everyone 10+,Action,2017-04-15,0.0,4.0.3 and up
DTZSUSKS,GAME,4.3,240,65.0,50000.0,Free,0.0,Teen,Action,2017-10-03,0.0,4.0 and up
Learn Music Notes,FAMILY,4.7,143,4.4,1000.0,Paid,1.99,Everyone,Music;Music & Video,2018-06-17,0.0,2.2 and up
Luxury Car Simulator,FAMILY,3.9,35989,46.0,1000000.0,Free,0.0,Everyone,Simulation,2015-08-07,2.3,2.3.3 and up
Dubai Racing,GAME,4.2,16237,23.0,500000.0,Free,0.0,Everyone,Racing,2015-12-23,0.0,2.3 and up
OBRS,FAMILY,3.8,21149,30.0,1000000.0,Free,0.0,Everyone,Simulation,2015-10-09,2.1,2.3 and up
PMSNTBBC,FAMILY,4.3,95,28.0,10000.0,Free,0.0,Teen,Educational,2018-02-24,1.0,4.1 and up
Pet Beauty Salon,FAMILY,3.8,20292,47.0,1000000.0,Free,0.0,Everyone,Educational;Creativity,2015-05-24,1.2,2.3 and up
Booking Revolution,SPORTS,4.2,140883,59.0,5000000.0,Free,0.0,Teen,Sports,2018-07-21,1.932,4.0 and up
NK(ND,LIFESTYLE,4.5,16426,1.6,500000.0,Free,0.0,Everyone,Lifestyle,2017-02-26,0.0,2.2 and up
Farming Simulator 16,FAMILY,4.2,32812,14.0,500000.0,Paid,2.99,Everyone,Simulation;Education,2018-04-10,0.0,4.0.3 and up
L&L-CCD,FAMILY,3.6,8091,43.0,1000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-06-05,0.0,4.1 and up
WIZARD Card Game,GAME,4.0,48,4.1,1000.0,Paid,1.99,Everyone,Card,2014-12-15,0.0,2.1 and up
FCFWP,FAMILY,3.5,352,3.8,50000.0,Free,0.0,Everyone,Entertainment,2017-07-23,1.0,3.0 and up
RFG-RBC3,GAME,4.4,30,47.0,5000.0,Free,0.0,Everyone,Action,2018-07-02,1.1,4.1 and up
Ghost Hunting camera,GAME,3.5,3048,24.0,500000.0,Free,0.0,Teen,Action,2017-03-06,1.1,2.3 and up
SPBC,GAME,4.1,101,31.0,10000.0,Free,0.0,Everyone,Arcade,2017-03-14,1.5,4.0 and up
T–LHFL,FAMILY,4.8,3136,2.7,100000.0,Free,0.0,Everyone,Entertainment,2018-06-27,0.0,4.0.3 and up
3MPKKT,FOOD_AND_DRINK,4.4,467,7.3,100000.0,Free,0.0,Everyone,Food & Drink,2018-07-01,0.0,4.0.3 and up
OUATDS,FAMILY,4.3,1216,59.0,500000.0,Free,0.0,Everyone 10+,Simulation,2018-06-11,1.3,4.1 and up
DND2-CYPS,FAMILY,4.0,34417,48.0,1000000.0,Free,0.0,Everyone,Educational,2018-08-06,0.0,4.1 and up
WiFi Tether Router,COMMUNICATION,4.2,5599,1.3,100000.0,Paid,2.9,Everyone,Communication,2018-07-02,0.0,1.6 and up
LWF,WEATHER,4.4,5482,12.0,1000000.0,Free,0.0,Everyone,Weather,2018-08-07,2.42,4.0.3 and up
KMLKT,FAMILY,3.5,191,5.0,50000.0,Free,0.0,Everyone,Entertainment,2018-05-18,5.0,4.1 and up
SENAMTAE,PERSONALIZATION,4.3,1961,6.6,100000.0,Free,0.0,Everyone,Personalization,2018-06-29,1.0,4.1 and up
The Emirates App,TRAVEL_AND_LOCAL,4.4,22776,55.0,1000000.0,Free,0.0,Everyone,Travel & Local,2018-08-06,0.0,5.0 and up
ek tuhi,VIDEO_PLAYERS,4.7,316,2.8,10000.0,Free,0.0,Everyone,Video Players & Editors,2014-07-04,1.0,4.0 and up
